record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
1708,28,9,31826,2.544,3.114,5.576,5.056,1.852,32.4,No,Resting,93.95,Focused
1709,29,6,596649,2.236,2.971,4.561,6.752,1.406,31.56,No,Resting,34.59,Fatigued
1710,9,9,240028,4.919,4.397,0.638,4.611,2.181,32.94,No,Resting,4.48,Distracted
1711,3,8,340134,2.26,3.929,0.965,6.955,1.865,38.38,No,Cognitive Load,30.04,Focused
1712,25,8,351931,0.86,4.044,7.161,4.786,0.243,32.84,No,Visual Stimulus,33.56,Distracted
1713,34,1,217256,0.904,4.427,7.017,3.669,1.116,19.27,No,Motor Imagery,9.27,Focused
1714,12,9,40736,3.158,2.109,3.18,3.384,0.931,33.75,No,Resting,62.0,Distracted
1715,42,6,286674,3.197,2.273,7.183,4.404,3.483,22.8,No,Resting,34.68,Distracted
1716,9,9,209124,2.384,2.909,4.953,0.719,2.436,14.72,Yes,Cognitive Load,62.91,Focused
1717,15,3,178130,2.443,2.191,6.544,6.851,3.078,15.6,No,Cognitive Load,0.67,Relaxed
1718,40,3,467310,0.743,5.917,3.706,8.529,3.832,12.83,No,Resting,98.2,Fatigued
1719,25,6,336399,2.824,4.977,1.35,3.869,2.612,10.07,No,Visual Stimulus,17.05,Fatigued
1720,5,9,388742,2.771,1.406,3.753,0.937,3.932,11.46,No,Visual Stimulus,65.93,Focused
1721,11,7,224793,1.173,0.531,3.93,9.874,1.316,7.21,No,Cognitive Load,71.58,Distracted
1722,34,3,299531,0.967,0.735,4.632,3.005,0.826,36.1,No,Cognitive Load,17.16,Fatigued
1723,24,3,432859,1.056,1.842,1.292,1.703,1.673,37.59,No,Visual Stimulus,11.17,Distracted
1724,15,2,453572,0.955,1.129,7.936,4.013,1.936,25.54,Yes,Cognitive Load,15.26,Relaxed
1725,38,9,401072,3.244,3.433,2.331,7.516,3.592,34.42,No,Cognitive Load,24.68,Focused
1726,8,3,431385,1.384,5.219,1.989,3.292,2.284,11.42,No,Visual Stimulus,16.82,Relaxed
1727,5,5,293132,1.631,4.552,4.451,5.96,1.24,36.56,No,Visual Stimulus,67.4,Distracted
1728,48,9,503195,1.281,1.686,4.529,4.448,2.996,22.72,No,Motor Imagery,42.08,Distracted
1729,26,8,338592,4.81,2.696,3.799,1.619,2.073,7.35,No,Cognitive Load,53.78,Focused
1730,18,2,375574,4.346,3.293,6.289,3.638,0.732,9.95,No,Cognitive Load,4.73,Distracted
1731,6,3,460522,1.537,4.956,4.375,7.386,2.35,15.81,No,Motor Imagery,86.12,Focused
1732,37,2,274548,1.974,5.115,5.073,6.314,3.654,6.52,No,Cognitive Load,17.06,Focused
1733,48,8,402205,1.445,5.503,5.928,1.638,3.386,15.83,No,Cognitive Load,36.02,Relaxed
1734,13,6,458521,2.713,3.301,0.688,2.052,2.389,7.1,No,Resting,7.19,Fatigued
1735,28,6,429199,0.588,4.319,4.78,6.587,1.571,13.26,No,Resting,13.68,Fatigued
1736,5,9,170534,3.521,1.115,7.131,8.227,0.439,14.3,No,Resting,66.58,Distracted
1737,13,8,281504,2.854,3.609,0.63,3.82,1.932,39.8,No,Motor Imagery,69.26,Fatigued
1738,17,4,419503,4.544,1.868,3.539,6.155,3.033,13.24,No,Cognitive Load,67.7,Distracted
1739,50,4,196544,1.24,2.874,7.447,2.121,1.505,13.37,No,Motor Imagery,55.21,Fatigued
1740,40,9,246512,4.118,3.987,3.149,3.458,1.018,29.04,Yes,Motor Imagery,95.25,Relaxed
1741,45,1,34160,4.064,1.913,3.94,0.693,3.732,35.08,Yes,Cognitive Load,50.72,Fatigued
1742,32,2,268933,1.072,0.787,7.862,7.799,3.304,18.55,No,Visual Stimulus,44.94,Distracted
1743,29,2,158253,2.294,0.556,1.995,4.31,2.589,35.65,No,Visual Stimulus,24.75,Distracted
1744,3,6,65641,1.266,0.622,0.989,8.253,0.633,16.9,No,Cognitive Load,9.88,Fatigued
1745,40,4,231322,1.646,0.546,6.946,7.23,0.665,11.9,No,Visual Stimulus,54.82,Focused
1746,34,10,267688,1.685,1.107,7.013,8.373,0.503,16.54,No,Resting,31.49,Relaxed
1747,40,3,406491,3.003,1.817,4.041,3.214,2.504,26.33,No,Cognitive Load,52.4,Focused
1748,27,3,587536,2.351,1.717,4.357,2.259,0.551,17.85,No,Motor Imagery,20.61,Fatigued
1749,13,3,296694,4.765,5.927,6.769,9.733,3.386,28.55,Yes,Resting,83.82,Focused
1750,45,6,412857,1.069,2.183,6.039,7.315,3.973,13.29,No,Motor Imagery,99.97,Fatigued
1751,33,8,202821,4.882,1.201,2.489,8.423,1.529,29.53,No,Visual Stimulus,32.24,Distracted
1752,6,7,277749,1.538,3.501,0.627,0.625,1.869,17.16,No,Cognitive Load,84.23,Focused
1753,24,4,496389,3.978,5.219,4.098,3.867,2.876,20.96,No,Resting,87.3,Relaxed
1754,19,4,50713,2.025,4.229,6.942,7.557,3.755,24.52,No,Cognitive Load,99.61,Focused
1755,16,10,413606,1.144,2.128,7.219,1.241,3.587,29.02,No,Resting,34.27,Distracted
1756,40,2,337547,4.361,3.589,7.672,5.89,0.325,13.35,No,Resting,75.6,Distracted
1757,28,1,528269,1.89,4.432,7.097,4.576,0.759,34.26,No,Resting,22.88,Distracted
1758,33,9,381382,3.465,4.505,4.85,0.667,3.043,30.26,Yes,Cognitive Load,62.48,Focused
1759,48,2,95335,3.049,4.166,3.835,2.742,2.787,13.19,No,Resting,70.48,Distracted
1760,41,8,107441,2.623,5.289,6.311,3.206,0.62,39.12,Yes,Resting,74.11,Distracted
1761,13,9,16984,2.731,5.286,6.049,1.563,2.058,28.27,No,Cognitive Load,20.72,Focused
1762,43,4,415976,3.795,3.684,4.536,6.5,3.145,20.83,No,Motor Imagery,84.87,Focused
1763,45,8,49402,0.895,2.864,1.155,2.803,0.953,10.51,Yes,Visual Stimulus,42.1,Fatigued
1764,25,9,91656,3.507,4.029,7.446,3.137,3.498,23.66,No,Cognitive Load,21.64,Focused
1765,42,10,65614,4.531,5.0,3.917,9.033,0.307,10.77,No,Cognitive Load,54.25,Distracted
1766,36,10,166963,0.76,0.531,3.225,4.938,3.151,20.03,No,Resting,86.34,Relaxed
1767,27,5,353153,1.133,5.956,5.222,4.225,2.502,19.3,Yes,Cognitive Load,96.71,Distracted
1768,38,7,433048,3.725,1.506,5.554,7.377,1.329,30.2,No,Cognitive Load,74.82,Distracted
1769,7,10,307980,2.468,3.086,2.08,9.141,2.912,11.73,Yes,Visual Stimulus,0.56,Distracted
1770,5,4,486134,2.316,5.296,6.777,0.738,3.151,33.77,No,Cognitive Load,13.47,Focused
1771,43,1,15791,1.116,1.738,2.675,4.758,3.742,16.41,No,Resting,7.63,Relaxed
1772,45,3,58047,2.78,3.122,1.9,6.302,1.534,20.54,Yes,Visual Stimulus,10.12,Distracted
1773,31,5,494064,1.069,1.229,3.548,3.526,2.775,32.03,No,Cognitive Load,38.3,Focused
1774,23,3,234898,2.645,2.673,5.979,7.838,2.45,26.89,Yes,Resting,33.85,Fatigued
1775,42,7,461122,3.936,1.474,7.741,9.729,2.148,15.78,No,Visual Stimulus,11.37,Relaxed
1776,10,9,70246,1.662,2.5,6.57,9.463,3.573,18.52,No,Cognitive Load,88.22,Relaxed
1777,32,6,196936,2.664,2.554,7.553,3.027,0.112,15.7,No,Resting,61.54,Focused
1778,43,10,234955,4.964,5.962,1.555,2.65,1.2,25.82,No,Visual Stimulus,79.65,Fatigued
1779,30,1,348292,3.59,5.971,1.034,9.596,2.199,16.64,No,Resting,37.15,Distracted
1780,39,7,570178,4.286,1.131,4.683,4.857,0.795,30.4,No,Visual Stimulus,41.02,Fatigued
1781,31,3,400010,2.367,4.493,2.677,2.479,3.641,25.29,Yes,Cognitive Load,31.76,Relaxed
1782,18,5,557176,3.955,0.785,6.71,7.216,2.626,10.1,No,Motor Imagery,43.84,Focused
1783,36,10,137821,0.682,0.666,5.54,3.202,1.964,15.86,Yes,Visual Stimulus,61.04,Fatigued
1784,2,4,570819,1.053,1.079,7.78,3.039,3.277,12.75,No,Cognitive Load,49.3,Distracted
1785,14,10,343130,1.414,5.81,2.411,8.853,1.858,18.66,No,Visual Stimulus,83.79,Fatigued
1786,13,5,346140,2.309,5.675,4.143,2.044,2.279,23.06,No,Motor Imagery,90.01,Fatigued
1787,29,5,580305,4.306,1.567,4.259,1.112,0.111,22.74,No,Resting,46.97,Focused
1788,12,6,497163,2.058,1.389,2.294,3.057,1.526,31.41,Yes,Motor Imagery,23.97,Focused
1789,39,10,57676,3.446,1.823,4.926,6.266,0.641,11.62,No,Motor Imagery,94.52,Relaxed
1790,2,10,535848,3.692,3.336,3.825,1.669,2.79,38.13,Yes,Resting,73.5,Focused
1791,32,6,447617,3.138,3.633,3.85,4.98,1.968,17.0,No,Motor Imagery,64.01,Fatigued
1792,13,8,50468,2.108,1.719,3.221,6.46,1.277,15.51,Yes,Cognitive Load,74.54,Distracted
1793,46,8,451989,3.097,4.661,0.627,8.563,1.925,28.98,No,Visual Stimulus,7.6,Relaxed
1794,27,9,47599,2.04,2.203,4.416,2.684,0.918,33.19,No,Motor Imagery,6.76,Focused
1795,49,8,148469,0.877,5.572,3.014,8.265,3.708,18.25,No,Visual Stimulus,15.31,Fatigued
1796,41,2,240270,4.968,4.112,0.51,2.732,0.31,31.14,No,Visual Stimulus,14.75,Fatigued
1797,17,10,45406,1.072,2.9,2.81,6.929,3.475,35.93,No,Resting,42.07,Relaxed
1798,40,1,67560,0.826,4.845,2.59,4.591,2.094,31.84,Yes,Motor Imagery,15.74,Relaxed
1799,31,10,516394,4.453,4.999,3.451,1.589,2.514,6.2,No,Resting,85.45,Focused
1800,34,2,520112,1.858,2.098,1.489,7.286,1.28,33.96,Yes,Resting,57.81,Focused
1801,24,2,144575,3.426,2.368,4.308,2.569,3.87,32.11,Yes,Visual Stimulus,36.83,Distracted
1802,45,3,54943,1.981,5.648,5.693,2.178,1.199,28.43,Yes,Cognitive Load,6.96,Relaxed
1803,35,10,75839,2.262,1.406,5.226,3.904,2.397,31.6,No,Visual Stimulus,59.1,Relaxed
1804,48,7,549633,1.68,0.732,6.528,6.706,3.974,39.28,Yes,Resting,11.65,Fatigued
1805,6,2,249495,2.044,2.997,3.89,2.723,3.536,20.09,No,Motor Imagery,74.32,Distracted
1806,19,1,50390,2.348,4.907,4.393,2.245,2.192,7.35,No,Cognitive Load,80.28,Focused
1807,30,6,321701,3.742,4.744,6.578,0.595,3.962,21.13,No,Cognitive Load,54.4,Distracted
1808,7,9,1906,2.802,5.557,3.708,4.981,2.835,6.63,No,Motor Imagery,14.96,Distracted
1809,10,3,532249,4.746,3.433,5.762,4.572,0.914,15.3,No,Motor Imagery,78.69,Fatigued
1810,41,6,157212,0.688,1.05,3.76,2.722,1.682,25.54,No,Cognitive Load,30.78,Relaxed
1811,32,3,189773,2.764,3.738,3.633,1.01,1.405,15.84,Yes,Resting,22.27,Relaxed
1812,34,1,339711,3.129,4.781,6.202,4.578,1.442,28.99,No,Cognitive Load,47.06,Relaxed
1813,28,5,342808,4.641,1.013,1.811,7.988,3.066,33.77,No,Cognitive Load,92.26,Focused
1814,15,10,81199,0.721,1.45,3.039,7.295,2.379,19.72,No,Cognitive Load,29.74,Relaxed
1815,30,4,99764,3.081,0.568,2.181,8.678,0.249,36.5,No,Resting,90.56,Distracted
1816,37,7,122357,4.341,3.765,3.193,0.591,3.522,7.79,Yes,Motor Imagery,5.37,Distracted
1817,29,6,342873,1.589,5.377,2.228,9.681,1.258,34.4,No,Motor Imagery,8.35,Relaxed
1818,22,10,421777,4.443,4.189,4.846,3.743,3.989,34.0,Yes,Motor Imagery,69.86,Distracted
1819,4,7,312712,0.586,5.901,6.486,9.909,3.821,16.27,No,Resting,19.06,Focused
1820,20,5,160576,3.796,0.847,6.4,2.9,3.768,15.46,Yes,Resting,31.66,Relaxed
1821,32,4,564585,4.699,5.467,3.234,4.98,3.263,15.68,No,Motor Imagery,13.64,Focused
1822,36,7,461823,3.457,4.977,7.916,3.862,0.96,33.4,No,Visual Stimulus,33.22,Relaxed
1823,50,7,16939,2.476,2.228,4.954,3.88,2.177,34.11,No,Visual Stimulus,28.05,Focused
1824,4,6,443931,0.702,5.854,3.496,8.502,0.975,16.54,Yes,Motor Imagery,73.63,Focused
1825,27,8,306604,4.641,2.084,6.767,7.591,1.113,25.74,No,Visual Stimulus,70.2,Focused
1826,17,4,199294,2.616,5.391,5.974,9.925,2.483,9.86,No,Visual Stimulus,95.49,Distracted
1827,12,10,62119,0.63,5.344,6.12,6.328,0.259,21.41,No,Motor Imagery,72.44,Focused
1828,22,5,144258,3.604,4.667,1.971,4.901,3.881,39.96,No,Motor Imagery,69.48,Fatigued
1829,17,4,409675,2.668,3.599,4.012,1.356,3.683,10.56,No,Resting,69.42,Focused
1830,10,1,218827,1.06,1.16,6.964,9.967,1.585,38.16,No,Visual Stimulus,88.3,Focused
1831,1,8,267201,1.464,3.426,4.28,5.74,2.11,33.85,No,Visual Stimulus,29.62,Focused
1832,22,1,149805,0.79,2.462,5.626,7.155,1.918,39.03,No,Motor Imagery,30.01,Focused
1833,26,5,150685,3.084,4.857,4.91,4.364,3.541,11.29,No,Cognitive Load,74.12,Relaxed
1834,18,6,377224,3.299,4.67,6.818,5.703,2.786,12.47,No,Motor Imagery,22.87,Distracted
1835,50,6,479498,2.776,5.508,2.634,9.454,1.185,5.59,No,Resting,91.2,Distracted
1836,14,5,136260,4.177,0.582,4.816,2.081,1.843,30.36,No,Cognitive Load,53.48,Distracted
1837,47,3,238178,4.375,4.95,1.424,3.278,1.773,27.54,No,Cognitive Load,30.01,Relaxed
1838,29,5,259418,3.27,5.662,5.677,1.945,3.841,11.23,Yes,Cognitive Load,77.61,Focused
1839,12,8,29680,0.557,4.841,5.99,8.026,0.784,32.69,No,Resting,31.23,Focused
1840,36,2,234433,3.629,1.216,0.821,1.089,0.449,15.47,No,Visual Stimulus,96.33,Distracted
1841,35,6,364446,2.381,0.947,5.568,1.276,3.534,9.72,No,Motor Imagery,98.3,Fatigued
1842,12,9,467616,3.045,0.615,3.61,3.336,3.597,19.79,Yes,Resting,66.68,Focused
1843,7,8,448934,3.421,3.958,1.431,5.385,3.5,8.18,No,Resting,11.36,Focused
1844,29,8,560733,2.076,3.963,3.649,4.36,2.093,14.21,No,Cognitive Load,26.32,Focused
1845,11,8,530084,4.627,5.928,1.957,0.926,2.673,18.0,No,Cognitive Load,51.54,Relaxed
1846,33,7,401339,1.103,2.689,3.617,9.596,2.297,34.82,Yes,Resting,85.14,Focused
1847,6,8,423041,3.522,2.325,3.383,9.552,0.371,32.74,No,Visual Stimulus,18.49,Distracted
1848,47,6,592610,0.52,3.934,6.038,3.154,2.424,20.5,No,Cognitive Load,10.44,Focused
1849,15,2,523321,4.661,5.041,6.307,7.449,0.153,30.36,Yes,Resting,7.45,Distracted
1850,32,2,419204,1.006,5.652,5.053,5.996,1.367,24.9,No,Cognitive Load,50.7,Fatigued
1851,11,8,99244,0.927,4.917,0.67,2.756,3.736,16.93,No,Motor Imagery,88.47,Relaxed
1852,23,1,491860,1.999,2.847,7.483,2.991,1.286,30.41,No,Motor Imagery,4.24,Fatigued
1853,26,6,387932,2.181,3.992,5.647,5.166,3.765,28.92,No,Motor Imagery,21.23,Focused
1854,34,6,357395,1.464,5.21,0.756,4.483,1.076,26.67,No,Cognitive Load,69.33,Fatigued
1855,46,4,130364,3.133,3.198,6.641,3.267,1.327,26.63,Yes,Cognitive Load,82.59,Focused
1856,34,10,410259,2.493,1.692,2.002,8.171,2.551,28.9,No,Visual Stimulus,80.74,Distracted
1857,29,3,468977,0.654,1.433,4.844,5.074,3.07,18.46,No,Motor Imagery,78.51,Focused
1858,4,3,402968,1.938,0.501,4.0,6.721,2.055,35.42,Yes,Visual Stimulus,12.98,Relaxed
1859,17,1,200065,4.147,4.45,3.649,2.298,3.54,10.68,No,Resting,39.72,Fatigued
1860,35,3,52127,3.604,1.111,7.173,5.568,0.257,35.94,No,Resting,98.47,Focused
1861,13,4,273120,3.762,1.841,3.78,3.521,3.697,16.98,No,Motor Imagery,98.89,Distracted
1862,41,5,99122,3.642,2.138,1.065,5.501,0.866,9.38,No,Visual Stimulus,60.24,Fatigued
1863,39,3,332548,1.899,3.582,7.6,7.918,3.549,26.0,No,Cognitive Load,70.93,Relaxed
1864,15,6,344076,0.948,2.689,7.404,7.805,1.663,18.16,No,Visual Stimulus,95.13,Focused
1865,29,5,339851,1.726,4.211,5.633,3.865,3.348,33.54,No,Resting,44.99,Relaxed
1866,29,3,482863,4.243,0.806,4.009,7.096,2.719,20.08,No,Visual Stimulus,13.69,Distracted
1867,11,6,217912,4.912,1.182,1.196,9.442,0.786,28.4,No,Resting,66.89,Fatigued
1868,32,6,235851,2.722,3.246,6.431,6.444,3.68,15.79,No,Resting,96.01,Fatigued
1869,2,8,355933,0.544,2.353,1.066,1.91,1.058,12.33,Yes,Visual Stimulus,69.72,Fatigued
1870,47,2,532245,1.13,2.127,1.015,6.957,1.052,18.58,Yes,Cognitive Load,80.33,Distracted
1871,14,1,507750,1.949,0.869,4.53,1.497,3.275,26.24,Yes,Resting,42.27,Focused
1872,20,4,107724,3.104,5.426,1.701,8.785,0.513,27.99,No,Visual Stimulus,9.65,Focused
1873,22,7,398008,0.838,4.305,0.558,5.408,0.966,25.24,No,Resting,16.89,Focused
1874,11,10,275381,4.745,1.169,3.673,4.159,2.064,39.58,No,Motor Imagery,98.27,Relaxed
1875,27,3,403923,2.143,0.858,1.529,1.042,3.339,29.19,No,Cognitive Load,49.32,Distracted
1876,3,3,527831,4.607,5.862,1.704,4.117,0.675,37.6,Yes,Motor Imagery,1.2,Fatigued
1877,17,5,247541,4.012,4.246,1.077,9.08,2.236,9.13,No,Resting,95.54,Distracted
1878,44,5,559319,3.899,2.796,2.038,0.699,2.874,7.15,No,Cognitive Load,49.78,Distracted
1879,28,10,174001,3.23,4.36,5.866,5.009,3.456,15.88,No,Visual Stimulus,83.63,Distracted
1880,29,3,327891,3.321,4.66,6.567,9.346,3.749,9.78,No,Visual Stimulus,54.85,Fatigued
1881,21,9,451067,3.371,4.79,3.894,4.251,3.16,23.41,No,Cognitive Load,10.17,Fatigued
1882,47,4,317455,3.329,3.128,4.299,4.568,2.646,23.16,No,Motor Imagery,61.56,Relaxed
1883,16,3,505329,2.992,2.864,0.745,5.996,1.791,25.13,No,Motor Imagery,99.74,Distracted
1884,37,2,65867,4.939,0.561,1.02,4.898,0.537,31.08,No,Cognitive Load,3.47,Focused
1885,20,10,88780,3.795,5.596,2.432,2.102,2.868,39.0,No,Visual Stimulus,84.18,Relaxed
1886,6,9,57196,3.996,3.818,4.579,0.676,3.972,35.74,No,Cognitive Load,23.55,Fatigued
1887,19,4,597993,4.426,1.617,6.047,6.293,2.973,9.14,No,Motor Imagery,39.39,Fatigued
1888,5,3,500653,1.47,5.558,5.038,9.248,0.165,16.85,No,Resting,37.27,Relaxed
1889,3,7,276735,0.877,5.532,3.441,1.51,2.035,13.95,No,Visual Stimulus,89.88,Focused
1890,1,8,727,2.673,5.941,1.387,2.504,2.497,11.19,No,Cognitive Load,50.45,Distracted
1891,38,2,43822,2.813,5.307,6.356,4.017,2.79,24.07,No,Resting,44.72,Distracted
1892,15,7,365543,4.231,5.988,3.228,8.183,2.907,24.36,Yes,Motor Imagery,81.8,Focused
1893,34,5,112113,2.497,1.846,6.02,3.058,2.277,12.95,No,Visual Stimulus,4.89,Distracted
1894,35,5,219606,3.069,5.132,4.347,8.88,0.971,29.92,No,Cognitive Load,8.65,Fatigued
1895,49,3,392575,2.872,5.027,6.04,1.022,3.775,30.65,No,Motor Imagery,2.17,Relaxed
1896,25,5,390732,0.672,1.77,7.305,9.439,2.817,5.73,Yes,Cognitive Load,68.8,Focused
1897,24,2,584379,3.268,1.041,7.408,5.827,1.024,18.85,No,Cognitive Load,52.56,Relaxed
1898,12,4,473594,4.226,5.887,4.513,6.758,1.357,36.15,No,Visual Stimulus,87.6,Distracted
1899,18,6,154591,1.209,2.128,4.336,3.993,3.696,23.21,No,Motor Imagery,49.85,Distracted
1900,15,1,410609,3.174,5.29,2.493,7.929,3.561,17.17,Yes,Motor Imagery,22.18,Fatigued
1901,44,10,205603,3.171,0.523,7.518,2.082,1.68,13.88,No,Resting,80.51,Fatigued
1902,16,4,179006,1.239,0.616,3.934,0.965,0.249,13.52,Yes,Motor Imagery,29.43,Distracted
1903,27,6,372949,1.056,3.062,1.457,4.257,0.289,8.49,No,Motor Imagery,93.57,Distracted
1904,8,9,159912,4.91,1.813,3.745,8.61,1.207,33.6,No,Visual Stimulus,25.04,Fatigued
1905,46,2,13265,2.272,4.294,1.453,7.672,2.554,8.03,No,Resting,16.77,Fatigued
1906,25,7,398640,1.523,3.611,4.269,5.413,2.378,15.23,Yes,Visual Stimulus,49.33,Focused
1907,17,6,413841,1.271,0.926,4.71,5.935,2.572,6.6,No,Motor Imagery,5.05,Fatigued
1908,29,2,298073,3.504,1.394,3.033,1.734,2.897,32.35,Yes,Resting,3.64,Focused
1909,8,8,324036,3.243,2.634,1.037,8.486,0.174,6.37,Yes,Visual Stimulus,49.6,Focused
1910,15,7,318774,3.396,1.521,7.576,7.976,0.51,15.79,No,Resting,21.51,Relaxed
1911,27,5,221711,0.896,4.857,6.3,6.736,1.502,25.07,No,Motor Imagery,0.94,Fatigued
1912,46,5,486626,4.521,2.788,6.792,4.929,0.704,19.33,No,Resting,29.61,Focused
1913,50,7,170457,2.252,1.014,3.252,9.662,0.394,14.88,No,Resting,47.74,Relaxed
1914,7,9,339606,1.91,3.164,6.206,8.851,2.6,14.63,No,Resting,39.43,Relaxed
1915,3,9,359181,2.581,1.0,4.14,6.622,3.28,32.92,Yes,Motor Imagery,13.55,Fatigued
1916,29,9,95310,2.255,1.209,2.008,4.032,3.035,39.09,No,Motor Imagery,57.97,Fatigued
1917,44,6,156080,4.386,1.818,1.433,6.371,3.286,17.18,Yes,Resting,71.03,Relaxed
1918,24,10,311072,4.682,5.227,3.088,5.967,2.697,6.37,No,Visual Stimulus,67.55,Focused
1919,3,6,89876,1.866,5.585,1.532,4.245,2.968,6.28,No,Visual Stimulus,39.38,Fatigued
1920,20,3,549264,4.388,5.044,7.987,3.413,1.16,31.57,Yes,Motor Imagery,13.76,Relaxed
1921,46,1,387128,4.017,2.337,0.869,4.367,3.973,24.33,No,Cognitive Load,49.95,Relaxed
1922,15,7,360400,4.689,1.998,3.809,5.952,0.814,32.43,Yes,Visual Stimulus,89.04,Focused
1923,25,4,362681,1.606,3.52,3.891,4.567,0.937,29.41,Yes,Resting,46.87,Distracted
1924,30,1,190861,3.096,4.47,2.755,3.004,1.227,36.76,Yes,Cognitive Load,19.57,Focused
1925,14,8,251666,1.735,5.964,4.785,7.729,3.904,36.0,Yes,Motor Imagery,9.31,Relaxed
1926,7,6,269670,4.208,1.224,1.625,5.549,3.954,32.59,No,Visual Stimulus,94.39,Focused
1927,17,6,199121,0.524,0.771,6.379,1.143,3.2,21.63,No,Cognitive Load,74.3,Fatigued
1928,44,2,335510,3.042,4.319,2.993,3.999,2.553,15.78,No,Motor Imagery,31.3,Relaxed
1929,20,1,452333,2.026,5.077,4.935,8.907,2.128,22.75,No,Motor Imagery,29.54,Focused
1930,36,2,56096,1.952,5.155,5.867,7.675,3.885,22.57,No,Resting,89.52,Focused
1931,9,4,50248,3.402,4.232,7.168,3.571,2.813,26.36,No,Visual Stimulus,17.76,Focused
1932,38,2,205728,4.332,5.747,6.768,9.413,3.784,11.51,No,Cognitive Load,53.5,Focused
1933,48,1,79888,3.241,3.311,5.062,1.228,1.335,27.95,No,Resting,71.35,Relaxed
1934,22,7,206354,4.339,5.526,3.413,9.632,1.402,20.98,No,Visual Stimulus,39.64,Focused
1935,2,8,240346,1.691,5.823,4.274,2.834,3.433,26.71,No,Cognitive Load,3.99,Fatigued
1936,24,6,41954,2.838,5.159,6.266,0.586,0.684,13.39,No,Motor Imagery,22.78,Distracted
1937,8,4,351863,2.527,2.204,7.082,4.621,3.789,20.2,Yes,Motor Imagery,90.18,Distracted
1938,11,6,262739,0.552,1.579,1.278,3.91,2.079,12.36,No,Visual Stimulus,52.31,Distracted
1939,13,3,291736,3.006,3.515,3.386,5.621,3.713,35.64,No,Resting,81.54,Fatigued
1940,17,8,564931,3.477,2.992,6.321,8.069,1.413,22.08,No,Cognitive Load,55.57,Distracted
1941,8,10,254793,3.164,5.328,3.737,8.503,2.892,12.87,No,Cognitive Load,94.36,Relaxed
1942,21,2,324809,3.813,1.05,2.992,4.312,1.983,6.44,No,Motor Imagery,90.91,Relaxed
1943,18,5,268116,3.071,1.918,3.585,4.584,2.545,28.65,Yes,Visual Stimulus,48.29,Fatigued
1944,30,1,278026,0.8,4.635,5.021,1.908,2.067,12.51,No,Resting,31.83,Fatigued
1945,18,6,464271,1.024,1.022,7.999,0.952,3.872,39.64,No,Motor Imagery,60.17,Relaxed
1946,46,2,549308,3.184,2.264,4.197,6.592,2.799,23.68,No,Motor Imagery,67.49,Fatigued
1947,47,4,364765,1.737,2.629,2.064,1.112,1.08,15.11,No,Resting,49.84,Fatigued
1948,31,6,44912,0.858,3.924,1.721,7.471,3.648,28.02,No,Cognitive Load,82.23,Relaxed
1949,38,10,12879,2.433,1.37,0.818,5.621,1.247,14.63,No,Cognitive Load,18.33,Relaxed
1950,32,8,558086,2.994,5.233,4.691,2.387,1.549,33.71,No,Visual Stimulus,33.44,Focused
1951,11,8,483042,1.979,2.961,4.584,5.625,0.498,15.79,No,Motor Imagery,68.64,Focused
1952,45,6,337935,3.742,5.544,2.039,2.238,3.61,39.59,No,Visual Stimulus,24.67,Distracted
1953,25,4,487947,3.397,3.073,5.715,4.668,1.216,26.18,No,Cognitive Load,43.98,Fatigued
1954,33,8,159472,1.998,2.013,6.058,8.096,1.11,34.55,No,Resting,96.37,Relaxed
1955,38,8,154607,3.897,1.28,2.443,4.888,3.689,7.55,Yes,Cognitive Load,62.59,Distracted
1956,41,10,468255,3.419,0.521,3.081,1.913,3.242,17.19,No,Cognitive Load,94.91,Focused
1957,8,1,252712,3.369,3.427,7.929,7.376,0.65,30.81,Yes,Motor Imagery,72.24,Fatigued
1958,11,4,4055,2.99,1.089,3.307,2.274,3.1,27.93,No,Cognitive Load,72.47,Distracted
1959,22,4,300314,0.551,2.655,6.206,7.516,3.661,11.8,Yes,Visual Stimulus,59.19,Fatigued
1960,24,7,229016,3.634,3.741,3.895,5.054,0.406,17.47,No,Resting,14.22,Distracted
1961,41,7,290395,2.192,2.016,6.45,4.811,3.318,14.22,No,Motor Imagery,51.97,Fatigued
1962,17,8,48037,4.742,1.464,6.268,8.589,2.235,26.47,Yes,Resting,25.27,Fatigued
1963,12,5,92115,4.181,4.761,5.508,7.232,2.71,17.06,No,Visual Stimulus,99.87,Relaxed
1964,46,7,472032,3.145,5.707,6.911,0.813,2.022,15.82,No,Visual Stimulus,26.7,Fatigued
1965,32,8,482870,1.635,1.052,7.544,3.314,2.821,12.26,No,Cognitive Load,23.07,Focused
1966,15,9,70400,1.417,1.356,4.85,8.774,0.233,19.32,Yes,Visual Stimulus,62.39,Relaxed
1967,16,3,363308,2.032,5.78,2.281,0.674,3.075,11.84,No,Cognitive Load,51.09,Fatigued
1968,22,3,223457,2.645,0.708,3.49,5.68,0.23,38.69,No,Motor Imagery,2.14,Focused
1969,28,4,141774,1.832,5.877,6.187,7.414,1.876,10.41,No,Resting,12.95,Focused
1970,20,5,15385,2.817,0.526,5.382,6.408,0.689,36.97,No,Cognitive Load,81.1,Distracted
